GSM1705375	GSM1705377
ENSG00000279365	836.6	721.3910000000001
ENSG00000160209	4358.54	4632.97
ENSG00000159261	0.0	40.6918
ENSG00000233818	0.0	0.0
ENSG00000230479	0.0	0.0
ENSG00000224421	0.0	0.0
ENSG00000228404	0.0	0.0
ENSG00000273199	68.2007	0.0
ENSG00000201812	0.0	0.0
ENSG00000228677	0.0	0.0
ENSG00000226996	0.0	0.0
ENSG00000272958	0.0	0.0
ENSG00000251851	0.0	0.0
ENSG00000224388	0.0	0.0
ENSG00000223608	0.0	0.0
ENSG00000206106	0.0	0.0
ENSG00000274225	0.0	91.1917
ENSG00000233480	0.0	0.0
ENSG00000215353	0.0	0.0
ENSG00000281383	0.0	0.0
ENSG00000212609	0.0	0.0
ENSG00000235965	0.0	0.0
ENSG00000223431	0.0	0.0
ENSG00000265841	0.0	0.0
ENSG00000279769	0.0	0.0
ENSG00000238141	0.0	0.0
ENSG00000227330	0.0	0.0
ENSG00000244676	0.0	0.0
ENSG00000240770	0.0	0.0
ENSG00000154640	3023.04	3985.82
ENSG00000277117	105.793	123.332
ENSG00000198618	178189.0	179376.0
ENSG00000279648	0.0	0.0
ENSG00000226956	0.0	0.0
ENSG00000199962	0.0	0.0
ENSG00000279709	0.0	0.0
ENSG00000200754	0.0	0.0
ENSG00000279851	27.2578	0.0
ENSG00000142173	1057.56	1230.02
ENSG00000198862	1289.13	694.1389999999999
ENSG00000279728	0.0	0.0
ENSG00000276738	0.0	0.0
ENSG00000278775	0.0	0.0
ENSG00000155307	0.0	0.0
ENSG00000175894	24.8441	0.0
ENSG00000276076	0.0	0.0
ENSG00000228961	0.0	0.0
ENSG00000236532	0.0	0.0
ENSG00000280432	0.0	0.0
ENSG00000275664	0.0	0.0
ENSG00000207638	0.0	0.0
ENSG00000159256	1006.27	848.638
ENSG00000207863	0.0	0.0
ENSG00000232687	0.0	0.0
ENSG00000238390	0.0	0.0
ENSG00000237604	0.0	0.0
ENSG00000155313	381.365	377.082
ENSG00000212564	0.0	0.0
ENSG00000270116	0.0	0.0
ENSG00000236332	0.0	0.0
ENSG00000224524	0.0	0.0
ENSG00000201025	0.0	0.0
ENSG00000280082	0.0	0.0
ENSG00000228355	0.0	0.0
ENSG00000279390	0.0	0.0
ENSG00000229880	212.13	336.856
ENSG00000280800	10677.5	12794.5
ENSG00000231201	0.0	0.0
ENSG00000223870	0.0	0.0
ENSG00000184441	319.835	265.668
ENSG00000180530	267.935	169.27
ENSG00000272657	0.0	0.0
ENSG00000252963	0.0	0.0
ENSG00000225502	0.0	0.0
ENSG00000243440	0.0	0.0
ENSG00000223662	0.0	0.0
ENSG00000243064	0.0	0.0
ENSG00000235023	0.0	16.0692
ENSG00000154639	648.996	425.1830000000001
ENSG00000277572	0.0	0.0
ENSG00000224905	79.2952	141.658
ENSG00000233767	0.0	0.0
ENSG00000275170	0.0	0.0
ENSG00000223488	0.0	0.0
ENSG00000199030	0.0	0.0
ENSG00000160310	4536.75	3997.23
ENSG00000205424	0.0	0.0
ENSG00000200792	0.0	0.0
ENSG00000185917	1893.91	1933.94
ENSG00000184787	9059.72	6830.68
ENSG00000203616	1175.3	1313.15
ENSG00000168122	0.0	0.0
ENSG00000280243	53.065	0.0
ENSG00000232797	0.0	0.0
ENSG00000142156	3587.77	4069.68
ENSG00000279186	0.0	94.3455
ENSG00000173231	621.502	384.37
ENSG00000154642	265.985	139.268
ENSG00000231300	3473.41	4841.71
ENSG00000230965	0.0	0.0
ENSG00000228708	0.0	0.0
ENSG00000239023	0.0	0.0
ENSG00000273692	0.0	0.0
ENSG00000207097	0.0	0.0
ENSG00000215326	2220.87	991.589
ENSG00000214319	0.0	0.0
ENSG00000231123	0.0	0.0
ENSG00000279967	21.1246	0.0
ENSG00000160191	1620.15	1083.67
ENSG00000235123	0.0	0.0
ENSG00000200213	0.0	0.0
ENSG00000269950	0.0	0.0
ENSG00000266299	0.0	0.0
ENSG00000270093	0.0	0.0
ENSG00000207476	0.0	0.0
ENSG00000214976	0.0	0.0
ENSG00000279669	0.0	0.0
ENSG00000159197	109.489	147.06799999999998
ENSG00000228159	0.0	0.0
ENSG00000179381	0.0	0.0
ENSG00000226433	0.0	0.0
ENSG00000226930	0.0	0.0
ENSG00000275895	19227.1	13951.2
ENSG00000223901	92.1683	0.0
ENSG00000215455	0.0	0.0
ENSG00000266211	0.0	0.0
ENSG00000226298	0.0	0.0
ENSG00000175302	0.0	0.0
ENSG00000278381	0.0	0.0
ENSG00000185390	0.0	667.568
ENSG00000280108	0.0	0.0
ENSG00000230233	0.0	0.0
ENSG00000185272	238.582	171.21
ENSG00000184032	0.0	0.0
ENSG00000274484	0.0	0.0
ENSG00000230198	0.0	0.0
ENSG00000234159	0.0	0.0
ENSG00000275631	0.0	0.0
ENSG00000279303	0.0	0.0
ENSG00000232806	0.0	0.0
ENSG00000229231	846.895	449.163
ENSG00000233922	58.9453	98.7163
ENSG00000279783	0.0	0.0
ENSG00000159110	1532.12	1390.12
ENSG00000211590	0.0	0.0
ENSG00000277991	6e-06	6e-06
ENSG00000279213	0.0	0.0
ENSG00000277067	0.0	0.0
ENSG00000229007	2055.96	786.56
ENSG00000235701	119.808	0.0
ENSG00000228184	68.708	15.3427
ENSG00000199806	0.0	0.0
ENSG00000279156	0.0	0.0
ENSG00000280433	311.052	448.689
ENSG00000228798	0.0	0.0
ENSG00000236056	0.0	0.0
ENSG00000279998	0.0	0.0
ENSG00000270071	0.0	0.0
ENSG00000156253	1414.22	1169.11
ENSG00000171189	0.0	0.0
ENSG00000229336	534.317	0.0
ENSG00000279211	0.0	0.0
ENSG00000279990	0.0	0.0
ENSG00000205758	2215.62	1871.43
ENSG00000156239	1406.53	551.021
ENSG00000242220	38.2477	153.57399999999998
ENSG00000188992	0.0	0.0
ENSG00000278878	619.974	497.857
ENSG00000229047	0.0	0.0
ENSG00000274046	0.0	0.0
ENSG00000276902	0.0	0.0
ENSG00000240755	0.0	105.98
ENSG00000274060	0.0	0.0
ENSG00000154721	133.933	134.52200000000002
ENSG00000281181	9813.82	11605.9
ENSG00000244362	0.0	0.0
ENSG00000231755	0.0	0.0
ENSG00000219592	0.0	0.0
ENSG00000252462	0.0	0.0
ENSG00000182816	0.0	0.0
ENSG00000213440	214.96	0.0
ENSG00000142188	2784.5	2587.83
ENSG00000228107	113.658	101.49
ENSG00000279062	0.0	207.871
ENSG00000156261	27488.1	25841.3
ENSG00000278932	495.24300000000005	578.674
ENSG00000279751	0.0	0.0
ENSG00000273492	0.0	23.8495
ENSG00000186971	0.0	0.0
ENSG00000280095	0.0	0.0
ENSG00000281903	126.057	0.0
ENSG00000231324	0.0	0.0
ENSG00000228433	881.0089999999999	639.476
ENSG00000235609	9.04359	7.48642
ENSG00000277739	0.0	0.0
ENSG00000234083	0.0	0.0
ENSG00000276546	0.0	0.0
ENSG00000205726	2573.95	2508.97
ENSG00000279381	0.0	0.0
ENSG00000187172	79.5534	152.19799999999998
ENSG00000218549	0.0	0.0
ENSG00000275464	460.931	673.172
ENSG00000226204	0.0	0.0
ENSG00000215369	0.0	0.0
ENSG00000227721	0.0	0.0
ENSG00000280330	142.857	0.0
ENSG00000237444	0.0	0.0
ENSG00000160180	0.0	0.0
ENSG00000274662	0.0	0.0
ENSG00000160190	645.96	536.521
ENSG00000279064	0.0	0.0
ENSG00000276873	0.0	0.0
ENSG00000280071	3087.5	3823.78
ENSG00000221837	0.0	0.0
ENSG00000215559	284.786	60.7876
ENSG00000226580	0.0	0.0
ENSG00000234107	0.0	0.0
ENSG00000274333	791.451	268.011
ENSG00000274790	0.0	0.0
ENSG00000237664	0.0	0.0
ENSG00000187175	0.0	0.0
ENSG00000215386	158.873	244.352
ENSG00000279784	0.0	0.0
ENSG00000228600	0.0	0.0
ENSG00000280013	0.0	0.0
ENSG00000232608	0.0	0.0
ENSG00000275945	1749.07	1901.95
ENSG00000159212	0.0	0.0
ENSG00000278884	0.0	0.0
ENSG00000249493	150.5	0.0
ENSG00000154645	0.0	0.0
ENSG00000280594	67.929	39.9897
ENSG00000182093	4424.59	2849.44
ENSG00000226983	0.0	0.0
ENSG00000178457	0.0	0.0
ENSG00000273872	391.627	350.713
ENSG00000183249	519.286	0.0
ENSG00000277277	0.0	223.098
ENSG00000275496	0.0	190.911
ENSG00000154734	5702.17	3783.39
ENSG00000279788	0.0	0.0
ENSG00000156273	761.665	682.1239999999999
ENSG00000273017	0.0	0.0
ENSG00000237609	0.0	0.0
ENSG00000279895	0.0	0.0
ENSG00000237569	0.0	36.5198
ENSG00000273796	247.739	221.202
ENSG00000188694	0.0	0.0
ENSG00000177398	0.0	0.0
ENSG00000185437	943.479	862.692
ENSG00000232360	0.0	0.0
ENSG00000225555	161.76	0.0
ENSG00000276289	0.0	0.0
ENSG00000155304	885.59	745.806
ENSG00000277693	0.0	0.0
ENSG00000280170	1648.44	3155.5
ENSG00000233756	0.0	0.0
ENSG00000274559	0.0	0.0
ENSG00000215562	0.0	0.0
ENSG00000226818	0.0	0.0
ENSG00000278927	0.0	0.0
ENSG00000212938	0.0	0.0
ENSG00000260256	0.0	0.0
ENSG00000233442	43.735	39.0688
ENSG00000235312	0.0	0.0
ENSG00000226751	0.0	0.0
ENSG00000278996	0.0	148.227
ENSG00000277777	0.0	0.0
ENSG00000278189	26796.7	74157.3
ENSG00000280441	145.203	0.0
ENSG00000244294	0.0	0.0
ENSG00000238627	0.0	0.0
ENSG00000232884	0.0	27.7675
ENSG00000279687	0.0	0.0
ENSG00000279477	0.0	0.0
ENSG00000233997	0.0	0.0
ENSG00000225731	0.0	0.0
ENSG00000184856	0.0	0.0
ENSG00000279177	0.0	297.774
ENSG00000202339	0.0	0.0
ENSG00000160298	3640.34	2374.89
ENSG00000280179	33.9671	14.043
ENSG00000231620	0.0	0.0
ENSG00000184385	0.0	0.0
ENSG00000252950	0.0	0.0
ENSG00000166265	0.0	0.0
ENSG00000266692	0.0	0.0
ENSG00000273590	4261.24	2805.56
ENSG00000280436	2707.93	2417.53
ENSG00000275993	243.323	159.134
ENSG00000228314	130.731	0.0
ENSG00000278678	0.0	0.0
ENSG00000197683	0.0	0.0
ENSG00000229289	0.0	0.0
ENSG00000227698	0.0	0.0
ENSG00000188681	357.075	403.07
ENSG00000233640	0.0	0.0
ENSG00000221859	0.0	0.0
ENSG00000278903	870.288	66.5032
ENSG00000235564	0.0	0.0
ENSG00000212479	0.0	0.0
ENSG00000184012	15.9086	42.6291
ENSG00000228149	3714.24	2778.82
ENSG00000273840	0.0	19.5137
ENSG00000227456	0.0	22.5163
ENSG00000236119	0.0	0.0
ENSG00000273614	0.0	0.0
ENSG00000186967	0.0	0.0
ENSG00000224247	0.0	0.0
ENSG00000159128	3642.66	3027.63
ENSG00000226935	0.0	0.0
ENSG00000275950	0.0	0.0
ENSG00000232193	0.0	0.0
ENSG00000186980	0.0	0.0
ENSG00000205930	0.0	0.0
ENSG00000183067	0.0	0.0
ENSG00000277437	0.0	0.0
ENSG00000237735	0.0	0.0
ENSG00000224602	0.0	0.0
ENSG00000264002	0.0	0.0
ENSG00000279313	0.0	275.931
ENSG00000252199	0.0	0.0
ENSG00000277379	0.0	0.0
ENSG00000280604	0.0	9.29859
ENSG00000275215	0.0	0.0
ENSG00000224309	0.0	0.0
ENSG00000275692	0.0	0.0
ENSG00000279647	0.0	0.0
ENSG00000182871	1479.32	1408.99
ENSG00000142182	0.0	0.0
ENSG00000212136	0.0	0.0
ENSG00000278931	31.7189	28.3334
ENSG00000226054	1144.85	842.143
ENSG00000278233	0.0	0.0
ENSG00000244278	0.0	0.0
ENSG00000278106	0.0	0.0
ENSG00000264462	0.0	0.0
ENSG00000159200	1724.1	1283.23
ENSG00000228137	659.2710000000001	0.0
ENSG00000166351	0.0	0.0
ENSG00000237202	0.0	0.0
ENSG00000279720	146.409	653.485
ENSG00000230972	0.0	0.0
ENSG00000186924	0.0	0.0
ENSG00000232260	6016.83	7549.56
ENSG00000184351	101.685	181.615
ENSG00000280372	0.0	0.0
ENSG00000227342	0.0	0.0
ENSG00000279501	0.0	0.0
ENSG00000249624	246.748	0.0
ENSG00000279208	80.8902	0.0
ENSG00000252273	0.0	0.0
ENSG00000233956	0.0	0.0
ENSG00000280614	9879.03	12136.4
ENSG00000233300	0.0	0.0
ENSG00000280081	0.0	0.0
ENSG00000232401	0.0	0.0
ENSG00000279864	0.0	0.0
ENSG00000232698	0.0	0.0
ENSG00000280164	112.174	213.082
ENSG00000234880	0.0	0.0
ENSG00000238197	130.433	111.1
ENSG00000280346	0.0	0.0
ENSG00000238265	0.0	0.0
ENSG00000235012	0.0	0.0
ENSG00000224649	0.0	0.0
ENSG00000270835	0.0	0.0
ENSG00000142149	240.837	179.25799999999998
ENSG00000226406	0.0	0.0
ENSG00000159131	13882.3	10721.4
ENSG00000278181	0.0	0.0
ENSG00000270533	0.0	0.0
ENSG00000276556	0.0	0.0
ENSG00000277282	0.0	0.0
ENSG00000225330	0.0	0.0
ENSG00000229306	0.0	0.0
ENSG00000183036	0.0	0.0
ENSG00000229425	0.0	0.0
ENSG00000233676	0.0	0.0
ENSG00000271486	0.0	0.0
ENSG00000275708	0.0	0.0
ENSG00000234439	399.775	277.762
ENSG00000224924	0.0	0.0
ENSG00000157554	10.7731	0.0
ENSG00000215351	0.0	0.0
ENSG00000154654	0.0	0.0
ENSG00000234730	0.0	0.0
ENSG00000237527	0.0	0.0
ENSG00000237646	0.0	0.0
ENSG00000227075	0.0	0.0
ENSG00000236400	0.0	0.0
ENSG00000233215	0.0	0.0
ENSG00000234340	0.0	0.0
ENSG00000280172	0.0	0.0
ENSG00000226043	0.0	0.0
ENSG00000231236	0.0	0.0
ENSG00000273091	95.6389	0.0
ENSG00000182912	42.8876	19.1542
ENSG00000224427	5854.96	8738.19
ENSG00000232886	0.0	0.0
ENSG00000234034	0.0	0.0
ENSG00000235888	0.0	0.0
ENSG00000275469	0.0	0.0
ENSG00000251972	0.0	0.0
ENSG00000219368	0.0	0.0
ENSG00000231058	0.0	0.0
ENSG00000223822	3911.06	4252.54
ENSG00000154723	19285.5	12052.3
ENSG00000225267	2335.45	1954.54
ENSG00000206102	0.0	0.0
ENSG00000223078	0.0	0.0
ENSG00000184900	2980.29	2345.87
ENSG00000228592	0.0	0.0
ENSG00000229086	0.0	0.0
ENSG00000252915	0.0	0.0
ENSG00000199698	0.0	0.0
ENSG00000227716	0.0	0.0
ENSG00000182586	134.576	0.0
ENSG00000280075	0.0	0.0
ENSG00000231986	0.0	0.0
ENSG00000225735	0.0	0.0
ENSG00000224018	0.0	0.0
ENSG00000237841	0.0	0.0
ENSG00000234538	0.0	0.0
ENSG00000224832	0.0	0.0
ENSG00000276612	299.955	0.0
ENSG00000226771	0.0	0.0
ENSG00000227090	0.0	0.0
ENSG00000273115	0.0	0.0
ENSG00000160199	906.242	957.535
ENSG00000230379	0.0	0.0
ENSG00000214955	0.0	0.0
ENSG00000274276	4107.47	6039.73
ENSG00000231068	0.0	0.0
ENSG00000232512	0.0	0.0
ENSG00000279414	0.0	127.614
ENSG00000222042	0.0	0.0
ENSG00000213885	87165.5	87051.7
ENSG00000185433	0.0	0.0
ENSG00000229962	0.0	0.0
ENSG00000171587	0.0	8.2851
ENSG00000234883	0.0	0.0
ENSG00000184274	0.0	0.0
ENSG00000234008	0.0	0.0
ENSG00000274391	0.0	0.0
ENSG00000260583	0.0	0.0
ENSG00000277671	0.0	0.0
ENSG00000142192	19575.4	13596.4
ENSG00000228120	0.0	0.0
ENSG00000157542	0.0	0.0
ENSG00000154719	4782.53	4777.74
ENSG00000215424	1024.38	872.768
ENSG00000237731	0.0	0.0
ENSG00000236471	0.0	0.0
ENSG00000280191	0.0	0.0
ENSG00000226501	0.0	0.0
ENSG00000154727	1443.55	1157.02
ENSG00000243927	3785.03	3371.38
ENSG00000237484	0.0	15.7521
ENSG00000159228	10422.3	7302.49
ENSG00000235514	0.0	0.0
ENSG00000236545	116.12	0.0
ENSG00000206104	0.0	0.0
ENSG00000279773	0.0	0.0
ENSG00000276077	1318.75	1472.08
ENSG00000233783	0.0	0.0
ENSG00000224541	0.0	0.0
ENSG00000160307	72.2871	122.182
ENSG00000206802	0.0	0.0
ENSG00000232692	0.0	0.0
ENSG00000228817	76.0463	140.931
ENSG00000224860	0.0	0.0
ENSG00000197934	0.0	0.0
ENSG00000227438	0.0	0.0
ENSG00000223563	0.0	0.0
ENSG00000215447	786.558	910.858
ENSG00000223741	1757.52	1617.65
ENSG00000154736	0.0	4.8514
ENSG00000266133	0.0	0.0
ENSG00000232623	0.0	0.0
ENSG00000217026	44624.3	39942.0
ENSG00000142168	46995.4	45996.4
ENSG00000234052	0.0	0.0
ENSG00000159231	1403.11	1426.11
ENSG00000275799	0.0	0.0
ENSG00000229025	0.0	0.0
ENSG00000225298	0.0	0.0
ENSG00000224922	0.0	0.0
ENSG00000230212	110.661	0.0
ENSG00000219280	0.0	0.0
ENSG00000232079	0.0	0.0
ENSG00000232855	0.0	0.0
ENSG00000283300	0.0	0.0
ENSG00000228941	346.774	433.651
ENSG00000215317	0.0	99.1732
ENSG00000279493	0.0	0.0
ENSG00000227757	0.0	0.0
ENSG00000232539	0.0	0.0
ENSG00000233236	0.0	0.0
ENSG00000176054	964.571	172.328
ENSG00000232118	0.0	0.0
ENSG00000160188	38.3481	112.617
ENSG00000273254	0.0	92.7618
ENSG00000228235	0.0	0.0
ENSG00000156256	3009.77	3729.54
ENSG00000261610	29.9659	0.0
ENSG00000231125	155.024	69.2361
ENSG00000174680	0.0	0.0
ENSG00000215533	0.0	0.0
ENSG00000248476	0.0	0.0
ENSG00000234293	0.0	0.0
ENSG00000279579	0.0	0.0
ENSG00000279321	0.0	0.0
ENSG00000273464	0.0	0.0
ENSG00000232837	0.0	0.0
ENSG00000259981	0.0	0.0
ENSG00000160255	0.0	80.9288
ENSG00000156282	0.0	0.0
ENSG00000201984	0.0	0.0
ENSG00000156284	0.0	0.0
ENSG00000232263	0.0	0.0
ENSG00000206107	0.0	0.0
ENSG00000250973	0.0	0.0
ENSG00000265007	0.0	0.0
ENSG00000249209	0.0	0.0
ENSG00000198390	0.0	0.0
ENSG00000276633	0.0	0.0
ENSG00000240432	0.0	0.0
ENSG00000233754	0.0	0.0
ENSG00000186970	0.0	0.0
ENSG00000227874	0.0	45.9398
ENSG00000186965	0.0	0.0
ENSG00000233206	0.0	0.0
ENSG00000244025	0.0	0.0
ENSG00000218125	0.0	0.0
ENSG00000280145	586.0930000000001	376.671
ENSG00000236612	0.0	0.0
ENSG00000186925	0.0	0.0
ENSG00000186930	0.0	0.0
ENSG00000252045	0.0	0.0
ENSG00000236384	0.0	0.0
ENSG00000232560	0.0	0.0
ENSG00000279226	0.0	0.0
ENSG00000244624	0.0	0.0
ENSG00000231480	0.0	0.0
ENSG00000266195	0.0	0.0
ENSG00000206105	0.0	0.0
ENSG00000237325	0.0	0.0
ENSG00000187026	0.0	0.0
ENSG00000278961	0.0	0.0
ENSG00000280018	751.4580000000001	1362.14
ENSG00000243646	1310.08	1152.93
ENSG00000187005	0.0	0.0
ENSG00000214867	0.0	120.158
ENSG00000238257	0.0	0.0
ENSG00000235277	0.0	0.0
ENSG00000274868	0.0	0.0
ENSG00000233036	0.0	0.0
ENSG00000224141	0.0	0.0
ENSG00000227840	0.0	0.0
ENSG00000205927	200.537	214.949
ENSG00000159259	2094.53	2786.1
ENSG00000183640	0.0	0.0
ENSG00000237594	519.232	265.024
ENSG00000237138	0.0	0.0
ENSG00000230870	555.788	99.2952
ENSG00000234509	0.0	104.553
ENSG00000274749	0.0	0.0
ENSG00000273271	1107.47	247.197
ENSG00000183421	625.7669999999999	672.508
ENSG00000156304	2895.85	2661.32
ENSG00000229046	0.0	0.0
ENSG00000279167	0.0	0.0
ENSG00000230323	0.0	0.0
ENSG00000159055	2785.26	2211.55
ENSG00000222018	0.0	0.0
ENSG00000186977	0.0	148.666
ENSG00000231136	0.0	0.0
ENSG00000156299	1672.21	853.3530000000001
ENSG00000156265	0.0	0.0
ENSG00000227256	0.0	72.1329
ENSG00000275592	0.0	0.0
ENSG00000227054	0.0	0.0
ENSG00000170262	0.0	237.006
ENSG00000182591	0.0	0.0
ENSG00000142207	923.458	1241.67
ENSG00000256073	2560.74	1176.33
ENSG00000279094	296.213	0.0
ENSG00000166979	422.916	840.066
ENSG00000186842	0.0	73.9394
ENSG00000230978	0.0	0.0
ENSG00000279534	0.0	0.0
ENSG00000265590	177.335	302.358
ENSG00000278618	0.0	0.0
ENSG00000159079	6935.67	6047.61
ENSG00000238220	0.0	0.0
ENSG00000185186	0.0	0.0
ENSG00000159082	358.714	384.033
ENSG00000159086	2939.47	2746.21
ENSG00000205929	0.0	0.0
ENSG00000221398	0.0	0.0
ENSG00000223287	0.0	0.0
ENSG00000207098	0.0	0.0
ENSG00000184221	137.524	266.155
ENSG00000235772	0.0	0.0
ENSG00000215005	3823.86	3985.01
ENSG00000226527	0.0	0.0
ENSG00000223799	33.6121	162.499
ENSG00000142166	1509.38	722.296
ENSG00000160179	354.038	440.358
ENSG00000215088	868.367	96.9289
ENSG00000231355	0.0	87.1358
ENSG00000270139	0.0	0.0
ENSG00000177692	226.439	83.4801
ENSG00000223671	0.0	0.0
ENSG00000159140	12014.4	10210.2
ENSG00000225043	0.0	0.0
ENSG00000280019	0.0	0.0
ENSG00000159147	5631.32	6305.68
